"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"30663",2061275,5969795,46,282302,"모델:D3 실고리돔&닭가슴살 / 1개","네추럴코어","500","1"
"30947",3713147,7971859,41,275994,"색상:[B]네이비|사이즈:S(56) / 1개","노스페이스","39,200","1"
"31056",5995639,5839803,361,482596,"사이즈:065 / 1개","나이키","39,200","1"
"31167",5895349,2640034,59,518386,"색상:HJHO8E906N3|사이즈:선택사항참조 / 1개","헤지스","40,950","1"
"31193",170619,7507539,26,242022,"색상:1호 쉬어밤 / 1개","조르지오 아르마니","41,000","1"
"31315",2477318,6763711,29,814540,"색상:샹티이 / 1개","나스","40,000","1"
"31397",3129023,5569601,76,165595,"품번:205089_0A3_차콜 볼트그린|사이즈:M7W9_260 / 1개","크록스","40,000","1"
"31426",337135,5014500,197,782007,"5개","롭스","1,000","5"
"31565",3861966,3568109,23,732931,"1개","더독","1,000","1"
"31800",4313185,7652192,63,760616,"선택:[3120550]흑색 / 11개","동아","560","11"
"31852",3861966,3568109,23,9696,"1개","더독","590","1"
"31879",2959858,8150606,6,637249,"상품명:04.아가일패턴|색상:화이트 / 3개","제이핑크","470","3"
"31966",2959858,9647111,64,667808,"후크스타일:3후크9아이|색상:스킨 / 2개","핑크룩","500","2"
"31980",3861966,3568109,38,4688,"1개","더독","730","1"
"31996",3310798,3757948,146,248807,"색상선택:네이비 / 1개","메트로시티 우양산","39,500","1"
"32059",4478561,3919204,65,96491,"색상:연핑크|사이즈:100 / 1개","파코라반 베이비","39,500","1"
"32099",5288985,7231535,28,423262,"색상:카네이션핑크_204984-6I2|사이즈:195 / 1개","크록스키즈","39,500","1"
"32351",1451181,8282832,26,816627,"1개","고려은단","39,900","1"
"32736",3635250,9351743,47,554713,"선택:11.파랑몬스터 / 1개","플레이비츠","990","1"
"32769",4229337,3683639,96,554713,"선택:04.상어-지느러미 / 1개","플레이비츠","990","1"
"32843",4942952,2092751,73,387411,"1개","지에스25","750","1"
"32851",5201934,6394073,21,666435,"구성:남성용 / 30개","더블앤더블","750","30"
"32952",59693,3934307,65,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"32953",59693,4973960,25,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"32954",59693,5385366,14,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"32955",59693,6000630,24,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"32956",59693,6777010,25,208785,"색상:(남)그레이 / 1개","올삭스","100","1"
"33212",4194066,3256068,358,709972,"색상:BLK0_(BLK0)BLACK|사이즈:75 / 1개","데상트","39,600","1"
"33330",170918,4307044,83,149227,"성별:여성|사이즈:L_L / 1개","레이지비","39,800","1"
"33339",2965388,5438696,40,742385,"1개","아베다","40,000","1"
"33351",3066890,2867801,58,814540,"색상:바닐라 / 1개","나스","40,000","1"
"33352",3066890,2867801,58,814540,"색상:커스터드 / 1개","나스","40,000","1"
"33425",3393297,4706769,303,129954,"색상:블루(DB1782)|사이즈:230mm / 1개","아디다스키즈(아동)","40,000","1"
"33596",2894535,10963395,28,814540,"색상:커스터드 / 1개","나스","40,000","1"
"33639",5329939,7086581,68,830534,"색상선택:2107-화이트 / 3개","앤와이코튼클럽","890","3"
"33652",731522,2702502,106,83063,"1개","세븐일레븐","900","1"
"33988",59693,3946027,118,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"33989",59693,4540770,27,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"33990",59693,6677525,27,208785,"색상:(남)그레이 / 1개","올삭스","100","1"
"33994",220090,4916042,398,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"34088",4744492,2756955,64,71309,"default:default / 5개","더리얼","100","5"
"34228",4691646,5931552,139,294756,"색상:네이비|사이즈:66 / 1개","라인","39,000","1"
"34387",6526086,10706610,51,510531,"사이즈:007 / 1개","퀵실버","39,200","1"
"34403",3391208,5149421,63,714133,"사이즈:210 / 1개","나이키","39,200","1"
"34455",6412586,258702,92,60726,"색상:블루|사이즈:80호(11-12세) / 1개","무냐무냐","39,000","1"
"34535",3388388,3219072,39,581632,"색상:핑크|사이즈:140 / 1개","아디다스(키즈)","40,000","1"
"34557",3542771,7640855,54,516883,"모델명:129443|사이즈:240mm(EU37) / 1개","버켄스탁","40,000","1"
"34576",4946284,10397125,18,814540,"색상:바닐라 / 1개","나스","40,000","1"
"34660",5324052,2837008,146,341565,"색상:화이트|사이즈:55 / 1개","케네스레이디","40,000","1"
"34662",5341215,8302541,43,1983,"1개","정관장","40,000","1"
"34734",5760519,10877840,20,813954,"색상:섹스 어필 / 1개","나스","40,000","1"
"34850",4718973,6539590,133,554713,"선택:01.흰고래-꼬리 / 1개","플레이비츠","990","1"
"34960",1393455,840720,276,211647,"색상:(여)스타 / 1개","올삭스","990","1"
"35063",3556240,10849863,33,798370,"90개","썬넛트","490","90"
"35118",536826,10569899,76,846219,"상품명:타요 키즈밴드 표준 / 1개","뽀로로","550","1"
"35120",570562,6181663,23,846219,"상품명:타요 키즈밴드 혼합 / 1개","뽀로로","550","1"
"35252",3257007,7251317,78,798370,"50개","썬넛트","690","50"
"35452",6563914,896031,412,23644,"색상:BK(블랙)|사이즈:FREE / 1개","르샵","39,200","1"
"35598",3464214,8605961,49,736900,"1개","빌리프","40,000","1"
"35759",892530,8315390,8,361216,"모델:옵션01번|셔츠사이즈:100 / 1개","레노마(셔츠)","40,000","1"
"35777",996211,14987,7,814540,"색상:바닐라 / 1개","나스","40,000","1"
"35778",1016884,5778494,122,813954,"색상:섹스 어필 / 1개","나스","40,000","1"
"35791",1079911,6864486,141,760445,"1개","나스","40,000","1"
"36047",6039089,984146,24,784746,"color:살구_1족 / 10개","판도라 바이 비비안","1,090","10"
"36202",3673931,8664918,28,636502,"2개","이니스프리","550","2"
"36326",3861966,3568109,23,842830,"1개","더독","850","1"
"36394",731522,2702502,55,83063,"1개","세븐일레븐","900","1"
"36608",6486744,70537,267,742727,"색상:9 번트레드 / 1개","바비브라운","39,000","1"
"36839",5429401,3424125,173,107756,"색상:04|사이즈:L / 1개","지오다노","39,800","1"
"36863",5717879,1436346,206,38209,"색상:16 베이지ST|사이즈:M / 1개","지오다노","39,800","1"
"36868",5799763,2874138,121,160181,"옵션1:팬츠-LDU7MRP952BK|상하 사이즈:L-L / 1개","레이지비(레저)","39,800","1"
"36951",3700159,8568374,29,816627,"1개","고려은단","39,900","1"
"37070",555022,3197470,18,554713,"선택:02.파랑고래-머리 / 2개","플레이비츠","990","2"
"37129",3635250,9351743,47,554713,"선택:13.노랑오리 / 1개","플레이비츠","990","1"
"37175",4229337,3683639,96,554713,"선택:20.꽃게 / 1개","플레이비츠","990","1"
"37176",4229337,3683639,96,554713,"선택:22.거북이 / 1개","플레이비츠","990","1"
"37197",4764140,8323313,11,554713,"선택:06.핑크상어-지느러미 / 4개","플레이비츠","990","4"
"37198",4785585,1578389,92,83013,"제품선택:FAKE 별사탕 여성덧신|색상:블랙 / 1개","씨엘스토리","990","1"
"37294",2583781,668563,113,733114,"1개","솔로몬샵","240","1"
"37295",2583781,668563,142,733114,"1개","솔로몬샵","240","1"
"37296",2583781,668563,391,733114,"1개","솔로몬샵","240","1"
"37378",59693,2649159,107,628313,"3개","예지미인","450","3"
"37704",316792,6808545,23,834097,"제품선택:마더스 유산균3병(6개월)냉장배송 / 1개","차바이오에프엔씨","39,800","1"
"37912",3615359,7768199,149,814540,"색상:커스터드 / 1개","나스","40,000","1"
"38329",729814,6800330,33,742372,"1개","아베다","1,000","1"
"38543",3178990,2030151,78,769122,"색상:화이트|사이즈:소 / 2개","코데즈컴바인 이너웨어","500","2"
"38667",6463523,1069908,34,38858,"색상:네이비|사이즈:30 / 1개","레드페이스","39,000","1"
"38686",6495939,3951324,59,625622,"1개","키엘","39,000","1"
"38808",1004985,2811473,45,224251,"사이즈:180 / 1개","나이키키즈","39,200","1"
"38945",6044345,542417,136,474070,"색상:CH|사이즈:100(L) / 1개","엠폴햄","40,000","1"
"39120",5034159,2262901,34,54319,"컬러:진저 / 1개","로라 메르시에","40,000","1"
"39136",5104813,6155419,111,742472,"제품명:그린티 바디로션 100ml*9 / 1개","엘리자베스아덴","40,000","1"
"39310",4785585,1578389,92,83013,"제품선택:FAKE 별사탕 여성덧신|색상:그레이 / 1개","씨엘스토리","990","1"
"39596",3257007,7251317,70,798373,"50개","썬넛트","790","50"
"39938",2991418,8065314,25,423262,"색상:캔디핑크_204994-6X0|사이즈:160 / 1개","크록스키즈","39,500","1"
"39970",3702779,4882037,31,343494,"사이즈:100 / 1개","헤지스남성","39,500","1"
"40018",1643744,4141757,26,672266,"컬러:알래스카 / 1개","나스","40,000","1"
"40019",1643744,4141757,40,672266,"컬러:핀란드 / 1개","나스","40,000","1"
"40037",1722135,10389966,23,653347,"색상:83차콜체크|사이즈:31 / 1개","컨셉원","40,000","1"
"40091",2069500,9898989,127,813954,"색상:오르가즘 / 1개","나스","40,000","1"
"40163",509111,8271259,41,813954,"색상:오르가즘 / 1개","나스","40,000","1"
"40164",509111,8271259,91,813954,"색상:오르가즘 / 1개","나스","40,000","1"
"40262",1113924,6638915,43,404871,"색상:BLK|사이즈:260 / 1개","노스페이스영","40,000","1"
"40317",3070037,8751866,67,687877,"색상:핑크|사이즈:85 / 3개","헌트이너웨어","1,200","3"
"40600",4658241,2761819,180,729909,"품목:베이비핑크(10847987) / 3개","아트박스","960","3"
"40645",5894343,1378838,25,588249,"상품명:A(여)프리미엄파스텔무지|색상:여)블랙 / 5개","올삭스","970","5"
"40646",5894343,1378838,25,588249,"상품명:A(여)프리미엄파스텔무지|색상:여)오트밀 / 1개","올삭스","970","1"
"40712",2959858,8150606,6,637249,"상품명:09.퍼피포인트|색상:블루 / 5개","제이핑크","470","5"
"41032",5044991,791251,65,16876,"사이즈:FREE / 1개","앳코너","39,200","1"
"41139",4067098,9317432,16,816627,"1개","고려은단","39,900","1"
"41228",4658241,5473547,217,841549,"종류:4단계 여40x3팩 / 1개","하기스","39,900","1"
"41396",555022,3197470,18,554713,"선택:26.리본 / 1개","플레이비츠","990","1"
"41436",1393455,840720,276,211647,"색상:(여)하트 / 1개","올삭스","990","1"
"41437",1393455,840720,276,211647,"색상:(여)헬로우 / 1개","올삭스","990","1"
"41470",2144655,6182323,37,212093,"색상:(여)스킨 / 1개","올삭스","990","1"
"41633",5827411,7772381,54,554713,"선택:01.흰고래-꼬리 / 1개","플레이비츠","990","1"
"41817",59693,5702190,10,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"41818",59693,5831392,30,208785,"색상:(남)그레이 / 1개","올삭스","100","1"
"41819",59693,6427784,370,208785,"색상:(남)그레이 / 1개","올삭스","100","1"
"41910",4744492,2756955,64,71302,"default:default / 5개","더베터","100","5"
"41953",3429338,6756088,23,6308,"색상:S-네이비 / 1개","보웰","39,200","1"
"42012",4577675,971706,183,58416,"색상:CHR|사이즈_사이즈:77 / 1개","베스띠벨리","39,200","1"
"42043",5369970,4769196,19,427612,"사이즈:260 / 1개","나이키","39,200","1"
"42045",5385533,4729301,132,714133,"사이즈:180 / 1개","나이키","39,200","1"
"42049",5477641,5026440,9,183673,"색상:BL(블루)|사이즈:FREE / 1개","르샵","39,200","1"
"42342",4288122,4942256,100,169449,"타입:세트 / 1개","설화수","40,000","1"
"42596",3861966,3568109,23,643308,"색상:레드 / 1개","더독","1,000","1"
"42597",3861966,3568109,38,643308,"색상:레드 / 1개","더독","1,000","1"
"42745",59693,3516190,260,830756,"색상선택:5007-그레이 / 5개","앤와이코튼클럽","890","5"
"42863",59693,3431448,47,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"42864",59693,3872697,53,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"42865",59693,5200859,62,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"42866",59693,5581949,49,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"42870",220090,4795466,40,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"42943",3861966,3568109,38,179341,"맛(기능)선택:눈건강 오리 / 1개","더독","100","1"
"42966",4744492,2756955,64,71308,"default:default / 5개","더리얼","100","5"
"43144",2442317,6648759,259,264589,"색상:멜란지(M)|사이즈:170 / 1개","엠엘비키즈","39,500","1"
"43316",5329115,10737993,47,741295,"사이즈:225 / 1개","케즈","39,500","1"
"43379",5848911,4866767,142,760443,"컬러:바닐라 / 1개","나스","40,000","1"
"43380",5850449,2290874,12,54319,"컬러:상그리아 / 1개","로라 메르시에","40,000","1"
"43399",5977269,1886571,13,843720,"색상:섹스어필 / 1개","나스","40,000","1"
"43469",5778402,6405392,97,189476,"색상:네이비(NV)|사이즈:100(L) / 1개","엠폴햄","39,900","1"
"43526",6146321,895489,20,159487,"색상:BKP(블랙)|사이즈:999(free) / 1개","탑텐","39,900","1"
"43632",3635250,9351743,47,554713,"선택:01.흰고래-꼬리 / 1개","플레이비츠","990","1"
"43675",4229337,3683639,96,554713,"선택:13.노랑오리 / 1개","플레이비츠","990","1"
"43805",1364320,1004360,14,535684,"색상:카키|사이즈:M(12~24m) / 1개","해피프린스","990","1"
"43808",1393455,840720,276,211647,"색상:(여)러빙유 / 1개","올삭스","990","1"
"43857",2472128,8670669,111,546806,"상품명:D(여)밀착더블밴드밴드링글 덧신|색상:(여)민트 / 2개","올삭스","990","2"
"44256",3091662,780710,29,31849,"색상:골드(Q)|사이즈:190 / 1개","엠엘비키즈","39,500","1"
"44277",3539937,5727252,130,218290,"색상:멜란지그레이[MG]|사이즈:30 / 1개","디스커버리","39,500","1"
"44316",4400853,7889310,9,423262,"색상:네이비_204994-410|사이즈:220 / 1개","크록스키즈","39,500","1"
"44319",4455676,5013426,17,160780,"색상:라이트 인디고(LI)|사이즈:S(55) / 1개","랩","39,500","1"
"44384",5596032,4397640,35,423262,"색상:캔디핑크_204994-6X0|사이즈:190 / 1개","크록스키즈","39,500","1"
"44461",1643744,7859780,59,814540,"색상:커스터드 / 2개","나스","40,000","2"
"44655",4557893,9232519,57,813954,"색상:섹스 어필 / 1개","나스","40,000","1"
"44713",5249276,8161637,38,554713,"선택:01.흰고래-꼬리 / 1개","플레이비츠","990","1"
"44744",5827411,7772381,54,554713,"선택:29.애벌래 / 1개","플레이비츠","990","1"
"44835",663918,5580065,41,731079,"1개","지에스25","1,000","1"
"45381",431795,8127385,23,423262,"색상:캔디핑크_204994-6X0|사이즈:200 / 1개","크록스키즈","39,500","1"
"45383",441296,741858,34,27562,"색상:그린(G)|사이즈:120 / 1개","엠엘비키즈","39,500","1"
"45443",1351513,4428952,86,343494,"사이즈:095 / 1개","헤지스남성","39,500","1"
"45514",3746780,6387491,57,195381,"색상:BA9289(블루)|사이즈:210 / 1개","아디다스(키즈)","39,200","1"
"45561",2550520,6648884,24,390689,"색상:베이지(BE)|사이즈:F / 1개","매긴","39,900","1"
"45813",6355858,127049,16,730488,"2개","닥터지","1,000","2"
"45954",899160,730566,33,795047,"7개","도담이","1,170","7"
"46154",2583781,696956,390,733114,"1개","솔로몬샵","240","1"
"46205",1280173,4668483,35,131438,"선택:[1022000]적색 / 1개","마그피아","400","1"
"46274",2959858,8150606,6,637249,"상품명:01.스타킹덧신2켤레|색상:살구 / 2개","제이핑크","470","2"
"46446",6487182,8220759,46,755148,"모델명:올나이터 / 1개","어반디케이","39,000","1"
"46481",6547706,6664239,155,212002,"1개","테팔(가전)","39,000","1"
"46488",6554946,3565888,24,671326,"컬러:화이트 0950mpbfW / 3개","메트로시티(주얼리)","39,000","3"
"46513",6277332,7733218,19,313966,"1개","켄싱턴호텔 여의도","39,010","1"
"46547",359884,226466,91,241514,"색상:네이비|사이즈:M(54cm) / 1개","노스페이스키즈(아동)","39,200","1"
"46661",5278417,10282561,46,814540,"색상:바닐라 / 1개","나스","40,000","1"
"46676",5393733,1236336,103,672266,"컬러:남산 / 1개","나스","40,000","1"
"46677",5393733,1236336,47,672266,"컬러:남산 / 1개","나스","40,000","1"
"46682",5425618,8719444,26,672266,"컬러:남산 / 1개","나스","40,000","1"
"46751",5836454,9831916,30,512140,"사이즈:상의_100 / 1개","엠비오","40,000","1"
"46752",5836454,9831916,30,512572,"사이즈:상의_100 / 1개","엠비오","40,000","1"
"46771",436510,5173468,74,733797,"1개","빌리프","40,000","1"
"46819",751234,8627486,25,698154,"1개","빌리프","40,000","1"
"47307",59693,4098034,52,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"47308",126723,4980788,7,207981,"색상:(여)스킨 / 1개","올삭스","100","1"
"47499",3861966,3568109,38,836255,"1개","더독","500","1"
"47649",5109545,10363442,64,420915,"사이즈:95M / 1개","뉴발란스(의류)","39,600","1"
"47710",170918,4307044,83,149227,"성별:남성|사이즈:XL_XL / 1개","레이지비","39,800","1"
"47727",320957,10474150,50,469549,"색상:09블랙|사이즈:27 / 1개","지오다노","39,800","1"
"48526",5084235,1289218,27,2815,"색상:블랙 / 1개","코비","800","1"
"48664",6509203,10805833,115,2077,"1개","엠브리올리스","39,000","1"
"48700",6564052,6498622,40,398101,"색상:블랙(BK)|사이즈:100(L) / 1개","뉴발란스","39,000","1"
"48780",1351513,4428952,99,343494,"사이즈:095 / 1개","헤지스남성","39,500","1"
"48827",6071059,9641973,155,523446,"모델명:12. 0169mpeP / 1개","메트로시티(주얼리)","39,000","1"
