"","PD_C","PD_NM","CLAC1_NM","CLAC2_NM","CLAC3_NM"
"6582",273459,"주니어 YB GU KN 3/4 PT 칠부팬츠-CF7151 - 블랙화이트(CF7151) / 120cm","유아동의류","남아의류하의","남아바지"
"6600",645592,"[빈폴멘] [트래블 라인] 네이비 트레이닝 후드 집업 - 남색 / 095","남성의류","남성의류상의","남성티셔츠"
"6610",668694,"큐릭 셀카스타 삼각대 셀카봉 블루투스 리모컨 일체형 - 화이트(white)","모바일","모바일액세서리","기타모바일액세서리"
"6622",357704,"18S/S 여름신상 유기농 오가닉면 자가드 5부내의 라운지웨어 아동내의 실내복 남아 5종 택1 - 05.마이로봇오가닉5부 / 130(7~8세)","속옷/양말/홈웨어","유아동속옷","유아동내의"
"6654",647698,"빈야드 피치 바디 버터 200ML (81932)","퍼스널케어","바디케어","바디보습"
"6656",644613,"금슬 /쇼핑백증정+메세지카드서비스","건강식품","홍삼/인삼가공식품","홍삼/인삼혼합세트"
"6659",643841,"삼성 갤럭시노트8 풀커버 강화유리필름+후면필름 N950N[알럽스킨] - 갤럭시노트8-풀커버강화유리+후면필름","문구/사무용품","일반문구/사무용품","기타일반문구/사무용품"
"6690",742791,"프로 스컬프팅 브로우 0.4G*0.2G - 50 브라운 블랙","화장품/뷰티케어","메이크업","아이브로우"
"6704",821121,"New 207a 아이섀도우","화장품/뷰티케어","미용소품","메이크업브러쉬"
"6724",732423,"지오지아 라운드 배색 포켓 반팔티셔츠 ABV2TR1110GN - ABV2TR1110GN / 100","남성의류","남성의류상의","남성티셔츠"
"6732",741926,"하이드레셔니스트 맥시멈 모이스춰 크림 - 중복합성","화장품/뷰티케어","스킨케어","크림/밤/오일"
"6759",737444,"[유니참 1주년 가격행사] 데오토일렛 소취 항균 패드 (무향) 10P","원예/애완","고양이용품","고양이모래/배변용품"
"6762",734370,"와드 투인원 쇼츠타이츠 BI4537 - 100","스포츠패션","여성일반스포츠의류","여성일반스포츠바지"
"6778",696634,"타미힐피거여성 레이스 슬리브리스 밴딩 원피스  TFMR2OZE11A0N00 - TFMR2OZE11A0N00 / 08","여성의류","여성의류전신","여성원피스"
"6786",770696,"컨버스 척테일러 올스타 로우 블랙 M9166C - 245","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"6801",761389,"퓨어텐 샴푸 1000ml 2종세트_펌프2개","퍼스널케어","헤어케어","샴푸/린스세트"
"6836",462013,"플라워래빗 7부쟈가드 주니어 실내복 상하의세트 - [7부]플라워래빗 170호 (ⓑ7J19-170ⓒ)","속옷/양말/홈웨어","유아동속옷","유아동내의"
"6868",456910,"D2M RR 3S 롱타이츠 CE2036 - 080","스포츠패션","여성일반스포츠의류","여성일반스포츠바지"
"6879",364663,"[무료배송] 스판 슬랙스 면바지 균일가 무료배송 - PO-SU7-29-베이지 / 30","남성의류","남성의류하의","남성캐주얼바지"
"6903",753403,"오한진 프리바이오틱스 FOS 플러스 3개월 + 1개월 증정 (총 4박스) 유산균 유익균먹이","건강식품","영양제","유산균/프로바이오틱스"
"6909",777243,"편백나무 뒤집개","주방잡화","조리도구","기타조리도구"
"6931",730331,"여성 베이직/심플 팬티 6종 택1 - 13)EPH4635 / 90","속옷/양말/홈웨어","여성속옷","여성팬티"
"6938",743838,"LG G6 고광택 액정보호필름 (2매)[젠피엠]","문구/사무용품","일반문구/사무용품","기타일반문구/사무용품"
"7069",275737,"(더틸버리) 빈티지 플로럴 블라우스 TI5A0BL99 - 470(NAVY) / 66","여성의류","여성의류상의","여성남방셔츠"
"7076",190344,"가방 스트랩 PH5HACRPX001BLK","패션잡화","여성가방","여성크로스백"
"7077",188612,"양말모음 4종 택 1 - 4.BK쿨맥스미들포츠(파랑색)18CM","속옷/양말/홈웨어","유아동양말류","유아동일반양말"
"7112",95468,"아디다스 티로 S (B46128) 팀백/운동/헬스/가방 - 블랙","스포츠패션","스포츠잡화","스포츠가방"
"7132",645336,"★JMW 미니 고데기 W1014C 베이비민트","생활/주방가전","이미용가전","고데기"
"7224",257072,"[하프클럽/AHC]AHC 프라이빗 리얼 아이크림 포 페이스 30ml - 프라이빗 리얼 아이크림 포 페이스 30ml/.","화장품/뷰티케어","스킨케어","스킨케어세트"
"7249",594212,"우먼스 런 스위프트 909006-100 - 260","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"7282",632557,"[FILA] 여성 이너웨어 세트(브라+브리프) (STM-LOT-FILA-0706-04) - 01_BAY045_SETBFY_PC_ / 상의80B / 하의95","속옷/양말/홈웨어","여성속옷","여성속옷세트"
"7294",674930,"[온라인단독] 라이스밀크 마일드딥클렌징티슈50매","화장품/뷰티케어","스킨케어","페이셜클렌저"
"7318",474679,"리틀폭스 레인코트 - L","패션잡화","우산/양산류","우비"
"7325",558707,"이솝 파슬리 씨드 페이셜 클렌징 오일 200ml - 이솝 파슬리 씨드 페이셜 클렌징 오일","화장품/뷰티케어","스킨케어","페이셜클렌저"
"7398",653818,"비타민C나이트크림세트(24일분) - 브라이트닝/비타민크림/비타민C크림/톤업크림/비타민크림 - 비타민C 크림(24일 분량)","생활/주방가전","이미용가전","기타이미용가전"
"7446",714206,"메이빌 체어 B(3색 중 택1) - 블랙","가구","주방가구","식탁의자"
"7476",737553,"훼이셜 퓨얼 노-샤인 모이스처라이징 립밤","화장품/뷰티케어","메이크업","립글로즈/틴트"
"7482",727479,"헤지스남성 HZTS7B433D2 컬러 블록 반팔 티셔츠  - 115","남성의류","남성의류상의","남성티셔츠"
"7563",474566,"스마트로보7부세트 [M3AABMAN01] 16S/S - 75","속옷/양말/홈웨어","유아동속옷","유아동내의"
"7660",185250,"[1806공통]노즈-샤인 보이 블랙 에디션 30ml 세트","화장품/뷰티케어","스킨케어","페이셜클렌저"
"7672",360525,"여성 티어드 리본 HAT LGRAM17011PIX - 핑크 / 56","구기/필드스포츠","골프","골프필드용품"
"7683",181878,"라이언 래쉬가드[48370-620-060] - YE / 120","시즌스포츠","수영/물놀이","아동수영복"
"7689",173899,"남여공용 로고팝 반팔티셔츠 (VHTCM18421BLK,KHA,MML,SAL,VIO) - BLK(블랙) / 105","스포츠패션","남성등산/아웃도어의류","남성등산티셔츠"
"7692",288186,"골지 5부소매 스웨터(AJ2KH581) - 블랙(BK) / FREE","여성의류","여성의류상의","여성스웨터/풀오버"
"7725",180411,"빌라봉 여성 집업 래쉬가드 BB580BWT - M","시즌스포츠","수영/물놀이","남성수영복"
"7752",245072,"[하프클럽/단군]포인트배색숄가디건 - 와인/M","남성의류","남성의류상의","남성가디건"
"7817",27091,"윈드러너 재킷  727325-410 - 105","스포츠패션","남성일반스포츠의류","남성스포츠점퍼/재킷"
"7842",344868,"633DC 써큘레이터 공기순환기","계절가전","냉방가전","선풍기"
"7849",495764,"단독 워터뱅크 미스트 150ml (하이드로/모이스춰) - 모이스춰","화장품/뷰티케어","스킨케어","미스트"
"7850",495686,"[올리비에스클로젯] 프릴날개 러브썸 원피스_[O1803OP903A] - 챠콜 / FREE","여성의류","여성의류전신","여성원피스"
"7879",320913,"펫보타닉스 오메가 트릿 (연어) 340g","원예/애완","애견용품","애견간식"
"7898",480807,"S/S 가먼트다잉 니트포켓 슬라브 라운드 티셔츠 64TC211 - 차콜그레이(97) / 100","남성의류","남성의류상의","남성티셔츠"
"7907",345631,"엘딘 천연가죽 3인 소파 (스툴미포함) DF909550 - 초코브라운","가구","거실가구","소파"
"7909",340236,"[ELOQ]남성 캠퍼그래픽 티셔츠(B164MTS335M) - WH2 / 100(L)","남성의류","남성의류상의","남성티셔츠"
"7940",361763,"남성 헤드 로고 반팔티셔츠 JHTDM17302BKX - 블랙 / 105","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"7954",326906,"최신상 AHC 얼티밋 리얼 아이크림 포페이스 블루패키지 - 단일상품","화장품/뷰티케어","스킨케어","미용비누"
"7998",186440,"남여 프리미엄 린넨셔츠 MSX2WC1901외9종 - 선택03_KH / 95","남성의류","남성의류상의","남성티셔츠"
"8002",324541,"팔레오 레몬밤 추출 분말(160g*1통) - 팔레오  레몬밤","건강식품","건강진액","혼합즙"
"8027",570128,"[SD]자음생2종 기획세트 - 세트","화장품/뷰티케어","스킨케어","스킨케어세트"
"8051",479441,"공용바람막이항공점퍼10120-210-403-69 - 화이트(021) / S(90)","남성의류","남성의류아우터","남성점퍼"
"8057",437911,"우먼스 에어맥스 엑시스  AA2168-100 (5537387) - 230","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"8073",734965,"[로지텍코리아] G302 게이밍 유선 마우스[N]","컴퓨터","컴퓨터주변기기","마우스"
"8104",818817,"마이키즈 로션 260ml 1+1 (베이비마스크 3P 증정)","출산/육아용품","유아스킨/바디케어","유아용화장품"
"8118",780657,"헤이그 컷팅일자팬츠[900] - 화이트White_L","여성의류","여성의류하의","여성바지"
"8156",841840,"[smz욕실/베란다 바닥용-레드(35파이)]싱크대냄새/베란다우수관개폐기/화장실냄새차단/악취차단/하수구트랩","청소/세탁/욕실용품","욕실용품","욕실소품"
"8157",832015,"원목 소꼽놀이 27종세트","완구","여아완구","역할놀이"
"8176",804991,"에어로쿨 남성 런닝 cmlg.v 8010A - NV / 100","속옷/양말/홈웨어","남성속옷","남성런닝셔츠"
"8205",768416,"[데상트] [60% OFF]남녀공용 MXU+ 화이트 (S7129TCT36) - WHT0_WHT0-(WHITE) / 290","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"8245",273506,"[한정판] 레 베쥬 헬시 글로우 터치업 세트 - 20 베쥬","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"8369",636593,"대용량 로션 (옵션) - 01 세라마이드 아토 로션 528ml","퍼스널케어","바디케어","바디보습"
"8409",610683,"수퍼 레스토러티브 데콜떼 앤 넥 컨센트레이트 75ml - 80009349","화장품/뷰티케어","스킨케어","크림/밤/오일"
"8415",717680,"별자수티셔츠(7116340106) - 카키37 / 55","여성의류","여성의류상의","여성티셔츠/탑"
"8487",404722,"W 플라스틱아일랜드 자수H라인 스커트 PG2WS701 - 네이비 / 55","여성의류","여성의류하의","여성스커트"
"8491",362229,"여성 리버티 더블유 샌들 KF2AM17665SVX - 실버 / 230","스포츠패션","남성스포츠화","남성스포츠샌들/슬리퍼"
"8576",377808,"여성 여름 냉감 프린트 베이스 레이어 긴팔티 (X1NM-TLW92) - 그레이 / 95","스포츠패션","여성골프의류","여성골프티셔츠/탑"
"8610",70104,"톰포드 립 라커 - 리퀴드 메탈 - 핑크 사브레","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"8649",134275,"예쎄_ 주름포인트 블라우스_MQ07HB74M - PK / 95 ◈89252499◈","여성의류","여성의류상의","여성남방셔츠"
"8669",46408,"[KOLONSPORT] (JWTAW17381TEA) 남성 누비테크 집업티셔츠_JWTAW17381TEA - 90","스포츠패션","남성등산/아웃도어의류","남성등산전신"
"8725",157505,"2018 S/S 네이비 RIB 포인트 슬럽 반팔 티셔츠 M184MTS912MCT12 - 네이비(NY) / 상의95","남성의류","남성의류상의","남성티셔츠"
"8740",43049,"라코스테 남성 스트라이프 캐주얼 양말  LCST RA001E-18C166 - 0TU","패션잡화","패션액세서리","기타패션잡화"
"8748",31076,"남성 울트라 스트레치 간절팬츠 WMU17301W3 - 화이트 / 78","스포츠패션","남성골프의류","남성골프바지"
"8781",156001,"[C]순행클렌징폼 세트 - 세트","화장품/뷰티케어","스킨케어","스킨케어세트"
"8849",703730,"[오니츠카타이거] MEXICO 66 DL408_0190 - 280","스포츠패션","남성스포츠화","남성런닝/트레이닝화"
"8851",696386,"[버켄스탁]아리조나 에바 균일4종 - 01.BKS_129423_BK_ / 245","스포츠패션","남성스포츠화","남성스포츠샌들/슬리퍼"
"8852",102269,"남여공용 커밋 캐릭터 기본 볼캡(NBGD8F8401) - 블랙(BK)","스포츠패션","스포츠잡화","스포츠모자"
"8876",73357,"피케솔리드 배색 일반핏 셔츠 - 4004블루 / 95","남성의류","남성의류상의","남성정장셔츠"
"8877",477649,"곡형 프릴 레이스 양산 MCP-411 - 네이비","패션잡화","우산/양산류","양산"
"8923",772612,"데오드란트 스틱 엑스트라 화이트 40ml","퍼스널케어","바디케어","데오도란트"
"8941",761733,"샌드 슬리퍼 DXSH71731 - WH(화이트) / 270","아웃도어/레저","등산","등산화"
"8942",759289,"단독 NEW 라네즈 비비쿠션 (본품15g+리필15g) - 화이트닝 13호 아이보리","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"8964",452109,"[영실업] 캡슐을 쏙 알록달록 아이스크림 가게","완구","여아완구","역할놀이"
"8988",357862,"[마마인하우스by박홍근][Q]아이스 텐셀 사커 침구 풀세트 - 하늘하늘 그레이","인테리어/조명","커튼/블라인드류","커튼"
"9016",296036,"[테이트] 여성 민소매셔츠 KA5U4WRC210110 - KA5U4WRC210110 / 085 ◈87032530◈","남성의류","남성의류상의","남성티셔츠"
"9020",278604,"마이키즈 워시 320ml / 무료배송 - 마이키즈워시","출산/육아용품","유아위생용품","유아용샴푸/바디워시"
"9205",357671,"르젠 심플 링클프리 컬러풀 밴딩 슬랙스(LNPJ387SJ) - 10부.LNPJ387 네이비 / M","남성의류","남성의류하의","남성정장바지"
"9229",415212,"[크루클린] TRS-032 JUICY 오버핏 반팔티셔츠 - 네이비 / L","남성의류","남성의류상의","남성티셔츠"
"9234",405882,"여아퓨어날개블라우스(C1822B357_13) - 150","유아동의류","여아의류상의","여아남방셔츠"
"9317",260514,"Age20's 오리지널 견미리팩트 핑크세트 (케이스1+리필2+내장퍼프2+추가퍼프2+세럼1+립스틱 1개 랜덤 ) - 21호","화장품/뷰티케어","메이크업","메이크업베이스/프라이머"
"9328",221323,"여 코어 크루넥 반팔 티 (1+1) 328522 - 04 / 09 / S","남성의류","남성의류상의","남성티셔츠"
"9376",207811,"[미사용리퍼] 파빌리온17-AR050/AMD쿼드코어 A10-9620P/4GB/1TB/DVD멀티/AMD R5/풀HD IPS패널/윈10","컴퓨터","컴퓨터/노트북","노트북"
"9392",304173,"풍기인견 여성 롱티셔츠 모음 택1 - 인견 롱티_목화번들 FREE","속옷/양말/홈웨어","홈웨어","여성잠옷"
"9503",319799,"뉴버블반소내의ps3103p8 - 민트 / 75","속옷/양말/홈웨어","유아동속옷","유아동내의"
"9657",46952,"공용_레터링 소매포인트 라운드티(PHX1TR1310) - LBE / 105(XL)","남성의류","남성의류상의","남성티셔츠"
"9688",181441,"EILYN SHOULDER BAG_BLACK(AV709001)(BR)","패션잡화","여성가방","여성숄더백"
"9701",537153,"◇[무료/지류관람권] 롯데시네마 영화관람권 (10매 이상 구매가능, 주중/주말/전일 가능)","상품권","모바일상품권","영화/문화모바일상품권"
"9747",520946,"[디자인룸즈] 튤립 칫솔걸이","문구/사무용품","일반문구/사무용품","기타일반문구/사무용품"
"9760",484516,"남성 9부 히든밴딩 린넨 슬랙스 (10117531) - (83) / 33","남성의류","남성의류하의","남성캐주얼바지"
"9783",699645,"트리플러스 3.0 (90캡슐) - 트리플러스 3.0","건강식품","영양제","기타영양제"
"9798",583366,"F/S 맨비지니스 긴소매(일반핏과슬림핏)셔츠 33종 모음 - O.27 / 100","남성의류","남성의류상의","남성정장셔츠"
"9801",571375,"[무료배송] SNR 005 하이게이지 노라인 헴팬티 5종 (90~100) - 100","속옷/양말/홈웨어","여성속옷","여성팬티"
