"","CLNT_ID","SESS_ID","SESS_SEQ","SESS_DT","TOT_PAG_VIEW_CT","TOT_SESS_HR_V","DVC_CTG_NM","ZON_NM","CITY_NM"
"40032",5470536,1167489,96,20180911,25,"242","mobile","Seoul","Seoul"
"40033",5470536,3724830,30,20180729,37,"595","mobile","Seoul","Seoul"
"40378",4178586,6793790,3,20180609,284,"4,682","mobile","Gyeonggi-do","Namyangju-si"
"40823",3397145,3174839,5,20180808,44,"556","mobile","Gyeonggi-do","Ansan-si"
"41030",4919807,4676486,2,20180713,31,"137","mobile","Seoul","Seoul"
"41544",5109545,10704379,69,20180405,77,"2,378","mobile","Seoul","Seoul"
"41561",5141088,4500024,181,20180716,81,"630","mobile","Seoul","Seoul"
"41562",5141088,5991369,169,20180622,32,"238","mobile","Seoul","Seoul"
"41609",4973189,3390396,306,20180804,102,"1,872","mobile","Seoul","Seoul"
"41610",4973189,2228734,329,20180824,28,"435","mobile","Incheon","Incheon"
"41693",5054810,7326514,394,20180531,98,"2,085","mobile","Gyeonggi-do","Yangpyeong-gun"
"41845",5234871,8753922,91,20180507,42,"405","mobile","Seoul","Seoul"
"41846",5234871,8609905,98,20180510,173,"2,982","mobile","Seoul","Seoul"
"41847",5234871,10411389,39,20180410,86,"777","mobile","Seoul","Seoul"
"41848",5234871,4747768,137,20180712,139,"923","mobile","Seoul","Seoul"
"41849",5234871,5760537,131,20180626,83,"1,118","mobile","Seoul","Seoul"
"41850",5234871,6781091,119,20180609,188,"1,257","mobile","Seoul","Seoul"
"41851",5234871,3140605,154,20180808,88,"1,601","mobile","Seoul","Seoul"
"41852",5234871,9406605,84,20180426,41,"192","mobile","Seoul","Seoul"
"41853",5234871,4328420,145,20180719,19,"108","mobile","Seoul","Seoul"
"42036",3321591,273150,6,20180926,59,"576","mobile","Seoul","Seoul"
"42037",3321591,159387,8,20180928,22,"1,350","mobile","Seoul","Seoul"
"42038",3321591,589652,2,20180920,40,"402","mobile","Seoul","Seoul"
"42369",5477829,1132424,1,20180911,144,"2,745","mobile","Incheon","Incheon"
"42540",5258696,5545216,5,20180629,240,"2,523","mobile","Seoul","Seoul"
"42541",5258696,1710801,36,20180902,100,"1,000","mobile","Seoul","Seoul"
"42542",5258696,1454318,46,20180906,207,"1,759","mobile","Seoul","Seoul"
"42733",4589500,348776,11,20180925,80,"1,462","mobile","Seoul","Seoul"
"43332",4695149,6820172,173,20180608,52,"478","mobile","Daegu","Daegu"
"43364",59693,2447137,3012,20180820,463,"5,485","mobile","Gyeonggi-do","Ansan-si"
"43365",59693,6732606,2250,20180610,34,"161","mobile","Gyeonggi-do","Ansan-si"
"43366",59693,6608671,2268,20180612,25,"71","mobile","Gyeonggi-do","Ansan-si"
"43367",59693,6245478,2347,20180618,21,"222","mobile","Gyeonggi-do","Ansan-si"
"43368",59693,5581949,2464,20180629,52,"209","mobile","Gyeonggi-do","Ansan-si"
"43369",59693,5528749,2478,20180630,94,"1,879","mobile","Gyeonggi-do","Ansan-si"
"43370",59693,6126279,2368,20180620,22,"98","mobile","Gyeonggi-do","Ansan-si"
"43371",59693,3934307,2768,20180726,422,"3,625","mobile","Gyeonggi-do","Ansan-si"
"43372",59693,4757329,2629,20180712,498,"3,566","mobile","Gyeonggi-do","Ansan-si"
"43373",59693,6427784,2305,20180615,492,"2,878","mobile","Gyeonggi-do","Ansan-si"
"43374",59693,6869954,2227,20180607,17,"61","mobile","Gyeonggi-do","Ansan-si"
"43375",59693,5362314,2511,20180702,498,"3,960","mobile","Gyeonggi-do","Ansan-si"
"43376",59693,4042980,2738,20180724,127,"594","mobile","Seoul","Seoul"
"43377",59693,6535668,2287,20180613,28,"1,453","mobile","Gyeonggi-do","Ansan-si"
"43378",59693,5905881,2416,20180623,164,"2,831","mobile","Gyeonggi-do","Ansan-si"
"43379",59693,3946027,2759,20180725,125,"767","mobile","Gyeonggi-do","Ansan-si"
"43380",59693,4710756,2639,20180713,177,"2,780","mobile","Gyeonggi-do","Ansan-si"
"43381",59693,6161757,2364,20180619,19,"234","mobile","Seoul","Seoul"
"43382",59693,8373864,2024,20180514,184,"1,126","mobile","Gyeonggi-do","Ansan-si"
"43383",59693,10794324,1583,20180403,120,"2,088","mobile","Gyeonggi-do","Ansan-si"
"43384",59693,6340413,2318,20180616,208,"1,378","mobile","Gyeonggi-do","Ansan-si"
"43385",59693,9688975,1798,20180422,498,"5,045","mobile","Gyeonggi-do","Ansan-si"
"43386",59693,5831392,2429,20180625,37,"213","mobile","Gyeonggi-do","Ansan-si"
"43387",59693,3872697,2778,20180727,207,"3,609","mobile","Gyeonggi-do","Ansan-si"
"43388",59693,3431448,2848,20180803,46,"104","mobile","Seoul","Seoul"
"43389",59693,5702190,2451,20180627,158,"2,699","mobile","Gyeonggi-do","Ansan-si"
"43390",59693,6025904,2391,20180621,33,"252","mobile","Seoul","Seoul"
"43391",59693,5646064,2460,20180628,105,"653","mobile","Gyeonggi-do","Ansan-si"
"43392",59693,5026194,2573,20180708,45,"333","mobile","Gyeonggi-do","Ansan-si"
"43393",59693,3325054,2865,20180805,282,"3,890","mobile","Gyeonggi-do","Ansan-si"
"43394",59693,5761403,2442,20180626,51,"446","mobile","Seoul","Seoul"
"43395",59693,256706,3319,20180926,268,"979","mobile","Gyeonggi-do","Ansan-si"
"43396",59693,4693680,2640,20180713,70,"801","mobile","Gyeonggi-do","Ansan-si"
"43397",59693,9088252,1915,20180502,35,"136","mobile","Seoul","Seoul"
"43398",59693,4369810,2691,20180718,124,"422","mobile","Gyeonggi-do","Ansan-si"
"43399",59693,6836983,2236,20180608,27,"98","mobile","Seoul","Seoul"
"43619",5019574,93431,7,20180929,106,"2,601","mobile","Seoul","Seoul"
"43923",5430107,1265364,78,20180909,31,"1,655","mobile","Seoul","Seoul"
"43924",5430107,1270657,77,20180909,61,"538","mobile","Seoul","Seoul"
"43939",213453,331587,4,20180925,64,"2,112","mobile","Seoul","Seoul"
"44459",5764306,8628577,22,20180509,192,"860","mobile","Jeju-do","Jeju-si"
"44652",4370550,6340038,52,20180616,231,"3,522","mobile","Incheon","Incheon"
"44685",4311903,8335889,28,20180514,98,"2,021","mobile","Gyeonggi-do","Seongnam-si"
"44686",4311903,6727563,37,20180610,18,"105","mobile","Seoul","Seoul"
"44743",47581,7205607,2,20180602,36,"465","mobile","Gyeonggi-do","Seongnam-si"
"45170",5752055,338016,14,20180925,69,"663","mobile","Busan","Busan"
"45171",5752055,1290233,8,20180909,338,"4,240","mobile","Busan","Busan"
"45310",59693,6000630,2393,20180622,52,"984","mobile","Seoul","Seoul"
"45311",59693,10789512,1584,20180403,133,"783","mobile","Gyeonggi-do","Ansan-si"
"45312",59693,3577865,2818,20180801,128,"1,353","mobile","Gyeonggi-do","Ansan-si"
"45313",59693,268525,3306,20180926,269,"1,688","mobile","Gyeonggi-do","Ansan-si"
"45314",59693,5939404,2411,20180623,233,"1,294","mobile","Gyeonggi-do","Ansan-si"
"45315",59693,9658775,1805,20180422,112,"431","mobile","Gyeonggi-do","Ansan-si"
"45316",59693,4117430,2728,20180723,38,"291","mobile","Gyeonggi-do","Ansan-si"
"45317",59693,2649159,2980,20180817,167,"590","mobile","Gyeonggi-do","Ansan-si"
"45318",59693,10892152,1559,20180402,91,"638","mobile","Gyeonggi-do","Ansan-si"
"45319",59693,4217013,2716,20180721,78,"407","mobile","Seoul","Seoul"
"45320",59693,6677525,2263,20180611,37,"151","mobile","Gyeonggi-do","Ansan-si"
"45321",59693,6418212,2306,20180615,130,"876","mobile","Gyeonggi-do","Ansan-si"
"45322",59693,2358427,3022,20180821,101,"446","mobile","Gyeonggi-do","Ansan-si"
"45323",59693,4351423,2692,20180719,67,"182","mobile","Seoul","Seoul"
"45324",59693,3516190,2830,20180802,312,"6,185","mobile","Gyeonggi-do","Ansan-si"
"45325",59693,6777010,2244,20180609,42,"182","mobile","Gyeonggi-do","Ansan-si"
"45326",59693,6383844,2308,20180615,59,"939","mobile","Gyeonggi-do","Ansan-si"
"45327",59693,9670262,1804,20180422,498,"3,834","mobile","Gyeonggi-do","Ansan-si"
"45328",59693,1387530,3185,20180907,39,"141","mobile","Gyeonggi-do","Ansan-si"
"45329",59693,5385366,2504,20180702,18,"40","mobile","Gyeonggi-do","Ansan-si"
"45330",59693,5885056,2425,20180624,24,"97","mobile","Gyeonggi-do","Ansan-si"
"45331",59693,6479714,2293,20180614,32,"294","mobile","Gyeonggi-do","Ansan-si"
"45332",59693,901713,3243,20180915,140,"530","mobile","Gyeonggi-do","Ansan-si"
"45333",59693,9710288,1791,20180421,289,"3,557","mobile","Gyeonggi-do","Ansan-si"
"45334",59693,5917488,2415,20180623,131,"802","mobile","Gyeonggi-do","Ansan-si"
"45335",59693,4556974,2666,20180715,189,"3,336","mobile","Gyeonggi-do","Ansan-si"
"45336",59693,4098034,2735,20180723,106,"1,065","mobile","Seoul","Seoul"
"45337",59693,5934978,2412,20180623,177,"1,052","mobile","Gyeonggi-do","Ansan-si"
"45338",59693,3694788,2806,20180730,10,"85","mobile","Gyeonggi-do","Ansan-si"
"45339",59693,4889166,2596,20180710,32,"101","mobile","Gyeonggi-do","Ansan-si"
"45340",59693,3873613,2772,20180727,445,"2,925","mobile","Gyeonggi-do","Ansan-si"
"45341",59693,5353065,2522,20180703,46,"139","mobile","Gyeonggi-do","Ansan-si"
"45342",59693,4540770,2674,20180716,29,"87","mobile","Seoul","Seoul"
"45343",59693,5127029,2562,20180706,94,"476","mobile","Gyeonggi-do","Ansan-si"
"45344",59693,5049857,2572,20180707,60,"383","mobile","Gyeonggi-do","Ansan-si"
"45345",59693,4973960,2589,20180709,41,"172","mobile","Gyeonggi-do","Ansan-si"
"45346",59693,4599226,2662,20180715,118,"809","mobile","Gyeonggi-do","Ansan-si"
"45347",59693,4249368,2708,20180720,174,"2,278","mobile","Seoul","Seoul"
"45348",59693,5200859,2550,20180705,82,"1,604","mobile","Gyeonggi-do","Ansan-si"
"45349",59693,4089996,2736,20180723,77,"1,323","mobile","Seoul","Seoul"
"46157",5433305,3584201,1,20180801,108,"1,362","mobile","Seoul","Seoul"
"46211",5445804,8345992,1,20180514,34,"210","mobile","Gyeongsangnam-do","Haman-gun"
"46326",5976210,9668365,23,20180422,112,"1,499","mobile","Busan","Busan"
"46649",3352473,9799024,6,20180420,31,"237","mobile","Seoul","Seoul"
"46650",3352473,9725452,10,20180421,18,"199","mobile","Seoul","Seoul"
"46685",3432833,1804995,23,20180831,126,"1,216","mobile","Seoul","Seoul"
"46686",3432833,9126906,17,20180501,25,"253","mobile","Chungcheongnam-do","Asan-si"
"46687",3432833,1803812,25,20180831,71,"2,330","mobile","Seoul","Seoul"
"47521",5725678,10025072,12,20180416,39,"414","mobile","Seoul","Seoul"
"47522",5725678,3650653,16,20180730,57,"1,267","mobile","Gyeonggi-do","Hanam-si"
"47610",5726412,4159722,793,20180722,256,"8,606","mobile","Seoul","Seoul"
"47611",5726412,3743980,817,20180729,56,"404","mobile","Seoul","Seoul"
"47612",5726412,7913517,646,20180521,43,"1,728","mobile","Seoul","Seoul"
"47613",5726412,9535496,569,20180424,164,"3,595","mobile","Seoul","Seoul"
"47614",5726412,6375193,702,20180615,87,"1,196","mobile","Seoul","Seoul"
"47615",5726412,3970598,804,20180725,161,"2,453","mobile","Seoul","Seoul"
"47616",5726412,2509038,884,20180819,62,"439","mobile","Seoul","Seoul"
"47617",5726412,8921375,607,20180504,117,"1,010","mobile","Seoul","Seoul"
"47618",5726412,10039876,548,20180416,67,"1,394","mobile","Seoul","Seoul"
"47619",5726412,2502535,885,20180819,202,"4,046","mobile","Seoul","Seoul"
"47620",5726412,6584402,691,20180612,109,"791","mobile","Seoul","Seoul"
"47621",5726412,2743677,872,20180815,240,"1,459","mobile","Seoul","Seoul"
"47622",5726412,9896103,553,20180418,126,"2,384","mobile","Seoul","Seoul"
"47623",5726412,6499175,696,20180613,199,"5,497","mobile","Seoul","Seoul"
"47624",5726412,8403981,624,20180513,90,"2,497","mobile","Seoul","Seoul"
"47625",5726412,4490096,772,20180716,142,"1,879","mobile","Seoul","Seoul"
"47626",5726412,10944421,507,20180401,319,"2,881","mobile","Seoul","Seoul"
"47627",5726412,9064750,589,20180502,175,"1,608","mobile","Seoul","Seoul"
"47628",5726412,3486504,828,20180802,163,"1,531","mobile","Seoul","Seoul"
"47629",5726412,10917279,509,20180401,127,"1,104","mobile","Seoul","Seoul"
"47630",5726412,10871510,512,20180402,142,"1,778","mobile","Seoul","Seoul"
"47631",5726412,6646141,688,20180611,424,"7,282","mobile","Seoul","Seoul"
"47632",5726412,2791624,869,20180814,102,"2,595","mobile","Seoul","Seoul"
"47633",5726412,7263701,665,20180601,95,"790","mobile","Seoul","Seoul"
"47634",5726412,6550470,693,20180613,57,"802","mobile","Seoul","Seoul"
"47787",143057,10126839,48,20180414,33,"334","mobile","Gyeonggi-do","Goyang-si"
"47788",143057,10329774,45,20180411,150,"2,767","mobile","Gyeonggi-do","Goyang-si"
"47874",149040,6400077,16,20180615,65,"951","mobile","Busan","Busan"
"47969",157245,3471977,89,20180802,34,"150","mobile","Gwangju","Gwangju"
"47970",157245,193742,95,20180927,49,"433","mobile","Gwangju","Gwangju"
"47971",157245,9808273,71,20180420,25,"181","mobile","Gwangju","Gwangju"
"47972",157245,10014755,66,20180416,55,"406","mobile","Seoul","Seoul"
"47973",157245,7479629,75,20180528,73,"468","mobile","Gwangju","Gwangju"
"48128",5784453,7428821,53,20180529,34,"151","mobile","Jeollanam-do","Yeosu-si"
"48129",5784453,7748689,52,20180524,27,"114","mobile","Jeollanam-do","Yeosu-si"
"48130",5784453,9168531,39,20180430,20,"86","mobile","Jeollanam-do","Yeosu-si"
"48150",5786398,984037,31,20180914,79,"1,246","mobile","Seoul","Seoul"
"49619",5773821,1088271,74,20180912,48,"1,629","mobile","Gyeonggi-do","Goyang-si"
"49620",5773821,228319,92,20180927,20,"175","mobile","Gyeonggi-do","Goyang-si"
"49827",5229046,8832607,41,20180506,71,"997","mobile","Seoul","Seoul"
"50686",5534661,3049711,5,20180810,113,"5,315","mobile","Seoul","Seoul"
"50706",5538342,10643085,3,20180406,26,"714","mobile","Seoul","Seoul"
"50964",245733,4942497,9,20180709,200,"2,707","mobile","Seoul","Seoul"
"51191",3448758,1541267,16,20180905,21,"530","mobile","Busan","Busan"
"51192",3448758,2151042,15,20180825,50,"437","mobile","Gwangju","Gwangju"
"51360",5566062,8756582,3,20180507,60,"358","mobile","Seoul","Seoul"
"51481",5826824,1008570,7,20180913,147,"893","mobile","Daegu","Daegu"
"51483",5828124,7199678,17,20180602,20,"117","mobile","Daejeon","Daejeon"
"51568",66988,8009069,1,20180520,23,"407","mobile","Seoul","Seoul"
"52185",5897141,5029586,126,20180708,108,"660","mobile","Busan","Busan"
"52186",5897141,2522969,175,20180819,179,"2,945","mobile","Busan","Busan"
"52187",5897141,6747891,99,20180609,416,"1,571","mobile","Busan","Busan"
"52188",5897141,2570297,174,20180818,254,"3,858","mobile","Busan","Busan"
"52411",200840,1095234,7,20180912,36,"374","mobile","Seoul","Seoul"
"52412",200840,9425067,4,20180426,17,"179","mobile","Seoul","Seoul"
"52440",204006,5653261,37,20180627,35,"184","mobile","Daejeon","Daejeon"
"52441",204006,1142092,47,20180911,113,"2,428","mobile","Daejeon","Daejeon"
"52526",5738885,5130782,121,20180706,31,"157","mobile","Ulsan","Ulsan"
"52527",5738885,5635530,104,20180628,11,"84","mobile","Busan","Busan"
"52528",5738885,7629514,99,20180526,107,"1,672","mobile","Busan","Busan"
"52529",5738885,8672096,95,20180509,31,"880","mobile","Busan","Busan"
"52530",5738885,5488430,111,20180630,68,"1,183","mobile","Busan","Busan"
"52663",5820325,5209450,16,20180705,19,"183","mobile","Gyeonggi-do","Yongin-si"
"52664",5820325,8341202,14,20180514,41,"519","mobile","Gyeonggi-do","Yongin-si"
"53147",3451642,5623912,37,20180628,43,"611","mobile","Gwangju","Gwangju"
"53214",5803530,476986,4,20180922,31,"317","mobile","Seoul","Seoul"
"53283",210965,2397264,18,20180821,70,"772","mobile","Gyeonggi-do","Bucheon-si"
"53465",3451642,6777230,28,20180609,46,"279","mobile","Gwangju","Gwangju"
"53545",3464346,10103779,249,20180415,58,"651","mobile","Gyeongsangnam-do","Gimhae-si"
"53546",3464346,7754814,285,20180524,101,"1,024","mobile","Gyeongsangnam-do","Gimhae-si"
"53547",3464346,5996634,322,20180622,85,"723","mobile","Gyeongsangnam-do","Gimhae-si"
"53548",3464346,9675633,254,20180422,46,"284","mobile","Gyeongsangnam-do","Gimhae-si"
"53549",3464346,9126438,265,20180501,92,"1,639","mobile","Gyeongsangnam-do","Gimhae-si"
"53550",3464346,7366096,307,20180530,82,"616","mobile","Gyeongsangnam-do","Gimhae-si"
"53597",3467635,4402321,52,20180718,47,"856","mobile","Seoul","Seoul"
"53598",3467635,5895851,33,20180623,28,"886","mobile","Incheon","Incheon"
"53599",3467635,8549073,27,20180511,37,"538","mobile","Seoul","Seoul"
"54358",3750646,9473862,68,20180425,308,"4,899","mobile","Incheon","Incheon"
"54359",3750646,10365530,45,20180410,101,"1,130","mobile","Seoul","Seoul"
"54360",3750646,10672192,37,20180405,41,"516","mobile","Seoul","Seoul"
"54361",3750646,5075377,188,20180707,70,"1,663","mobile","Seoul","Seoul"
"54362",3750646,10694830,35,20180405,28,"320","mobile","Seoul","Seoul"
"54363",3750646,2622904,281,20180817,69,"1,565","mobile","Incheon","Incheon"
"54364",3750646,5216608,183,20180705,99,"2,529","mobile","Seoul","Seoul"
"54365",3750646,1503855,317,20180905,57,"1,311","mobile","Incheon","Incheon"
"54366",3750646,8264205,100,20180515,110,"3,427","mobile","Incheon","Incheon"
"54367",3750646,5459312,175,20180701,42,"666","mobile","Seoul","Seoul"
"54368",3750646,6388208,155,20180615,144,"4,996","mobile","Incheon","Incheon"
"54369",3750646,2551406,283,20180818,136,"2,326","mobile","Incheon","Incheon"
"54370",3750646,5031102,191,20180708,26,"197","mobile","Seoul","Seoul"
"54371",3750646,4043923,247,20180724,53,"1,563","mobile","Seoul","Seoul"
"54372",3750646,7337098,131,20180531,117,"1,744","mobile","Seoul","Seoul"
"54373",3750646,3344437,263,20180805,22,"235","mobile","Incheon","Incheon"
"54374",3750646,7362660,129,20180530,162,"1,889","mobile","Incheon","Incheon"
"54375",3750646,1507491,316,20180905,50,"1,565","mobile","Incheon","Incheon"
"54376",3750646,3338132,264,20180805,25,"182","mobile","Incheon","Incheon"
"54377",3750646,10899225,23,20180402,76,"1,187","mobile","Seoul","Seoul"
"54378",3750646,711351,334,20180918,23,"176","mobile","Seoul","Seoul"
"54379",3750646,6747138,143,20180609,329,"5,333","mobile","Incheon","Incheon"
"54380",3750646,9445754,70,20180426,167,"2,353","mobile","Seoul","Seoul"
"54381",3750646,2199672,291,20180824,219,"4,190","mobile","Incheon","Incheon"
"54382",3750646,4196382,243,20180721,35,"326","mobile","Incheon","Incheon"
"54383",3750646,5072359,189,20180707,146,"1,355","mobile","Seoul","Seoul"
"54384",3750646,7903215,113,20180521,286,"4,988","mobile","Incheon","Incheon"
"54385",3750646,4028867,248,20180724,42,"437","mobile","Seoul","Seoul"
"54386",3750646,6530197,152,20180613,469,"6,184","mobile","Incheon","Incheon"
"54387",3750646,10926929,22,20180401,28,"185","mobile","Seoul","Seoul"
"54388",3750646,9167194,79,20180430,45,"463","mobile","Seoul","Seoul"
"54389",3750646,10190641,55,20180413,34,"485","mobile","Seoul","Seoul"
"54390",3750646,5001230,194,20180708,262,"3,200","mobile","Seoul","Seoul"
"54391",3750646,1141319,324,20180911,254,"3,303","mobile","Incheon","Incheon"
"54392",3750646,2871199,269,20180813,31,"102","mobile","Seoul","Seoul"
"54393",3750646,4867376,203,20180710,55,"713","mobile","Seoul","Seoul"
"54394",3750646,2303370,287,20180822,261,"3,683","mobile","Incheon","Incheon"
"54395",3750646,7131138,136,20180603,24,"371","mobile","Incheon","Incheon"
"54396",3750646,4994927,195,20180708,105,"2,129","mobile","Seoul","Seoul"
"54397",3750646,9658916,64,20180422,33,"420","mobile","Incheon","Incheon"
"54398",3750646,4685783,215,20180713,19,"770","mobile","Incheon","Incheon"
"54399",3750646,5020575,193,20180708,76,"338","mobile","Seoul","Seoul"
"54400",3750646,10931136,21,20180401,99,"1,952","mobile","Seoul","Seoul"
"54401",3750646,1800361,307,20180831,386,"7,117","mobile","Incheon","Incheon"
"54402",3750646,9050635,86,20180502,34,"356","mobile","Incheon","Incheon"
"54403",3750646,7655798,122,20180525,49,"426","mobile","Seoul","Seoul"
"54404",3750646,740504,330,20180918,50,"446","mobile","Seoul","Seoul"
"54405",3750646,4625650,221,20180714,78,"1,483","mobile","Incheon","Incheon"
"54406",3750646,6499941,154,20180613,29,"227","mobile","Incheon","Incheon"
"54407",3750646,8469826,96,20180512,43,"529","mobile","Incheon","Incheon"
"54408",3750646,3860883,254,20180727,125,"1,737","mobile","Seoul","Seoul"
"54409",3750646,9377544,75,20180427,39,"515","mobile","Seoul","Seoul"
"54420",5903005,490897,34,20180922,80,"1,191","mobile","Seoul","Seoul"
"54421",5903005,489751,35,20180922,114,"980","mobile","Seoul","Seoul"
"54425",5852206,139137,30,20180928,48,"311","mobile","Seoul","Seoul"
"54426",5852206,469595,14,20180922,333,"2,177","mobile","Seoul","Seoul"
"54768",3418080,1564407,11,20180904,156,"562","mobile","Busan","Busan"
"54769",3418080,763608,14,20180917,23,"245","mobile","Daegu","Daegu"
"54770",3418080,1555658,12,20180904,102,"1,350","mobile","Busan","Busan"
"55288",295440,10479234,7,20180409,244,"3,292","mobile","Seoul","Seoul"
"55289",295440,7036541,18,20180605,29,"329","mobile","Seoul","Seoul"
"55309",298441,3314772,2,20180805,107,"3,382","mobile","Gyeonggi-do","Suwon-si"
